Page,Câu tiếng Hán,volumn,translation,best_match
29,二十三白術散：白術三用，小麥合炔右用水一鍾半煮乾去麥爲末，以從黃芪煎湯量兒大小調服，忌蘿蔔辛辣炙爆之類，乳母尤忌。,Volume_33,"Hai mươi ba Bạch Truật Tán: Bạch truật ba lượng, cùng tiểu mạch dùng một chung rưỡi nước sắc khô, bỏ bã tiểu mạch, tán thành bột. Lấy nước sắc Hoàng kỳ, điều chỉnh liều lượng tùy theo tuổi (hoặc thể trạng) của trẻ mà hòa (bột thuốc) uống. Kiêng củ cải, thức ăn cay nóng, đồ nướng chiên và các thứ tương tự. Đặc biệt nhũ mẫu (bà mẹ đang cho con bú) càng phải kiêng.","23- BẠCH TRUẬT TÁN Bạch truật Tiểu mạch (sao 3 lang 1 cáp Hai vị trên, dùng nước một chén rưỡi (chén to), nấu cạn khô, bỏ tiểu mạch, tán bột, dùng hoàng kỳ sao sắc làm thang, liệu tùy theo đứa trẻ lớn, bé, hòa lẫn cho uống, kiêng các loại củ cải, cay nóng, đồ xào nướng, người mẹ cho bú càng kiêng kỹ."
5,雲小兜元氣未足，神魂未定，或見生人異物，或聞厲聲響，氣驚八心之胞絡，火炎空舍而聚痰，痰生熱，熱生風，心肝脾病也。,Volume_30,"Vân Tiểu Đâu nguyên khí suy kém, thần hồn bất định, hoặc thấy người lạ vật lạ, hoặc nghe tiếng động chói tai, khí làm kinh động toàn bộ tâm bào lạc, hỏa bốc lên trong cơ thể suy yếu mà tích tụ đàm, đàm sinh nhiệt, nhiệt sinh phong, đó là bệnh ở Tâm, Can, Tỳ.","Một thuyết nói: trẻ con nguyên khí chưa đủ, thần hồn chưa định, hoặc thấy người khác lạ hoặc nghe tiếng vang dội, kinh sợ vào tâm bào bạc, hỏa bốc lên chỗ trống không mà tụ đàn, đàm sinh nhiệt, nhiệt sinh phong, đó là bệnh ở tâm, can, tỳ"
34,清涼欲子主治小是血氣壅盛，臟腑生熱，頰赤多淚，五心煩熱，呬喉開痛，乳哺不辰，寒溫無度，潮熱往來，坐臥不安，手足振掉，猷生毛候。,Volume_31,"Thanh Lương Dục Tử chủ trị trẻ nhỏ mắc các chứng: khí huyết ung thịnh, tạng phủ sinh nhiệt, má đỏ mắt nhiều lệ, ngũ tâm phiền nhiệt, họng đau há miệng khó, bú sữa không đều giờ giấc, hàn ôn vô độ, triều nhiệt vãng lai, ngồi nằm không yên, tay chân run rẩy, còn có các biểu hiện về lông tóc bất thường.","Một phương nữa, gia thêm Ma hoàng THANH LƯỢNG ẨM TỪ Chủ trị trẻ con khí huyết ủng tắc, tạng phủ sinh nóng, má đỏ, nhiều nước mắt, ngũ tâm phiền phiệt, cổ họng tắc đau, bú mớm không ra bữa, bóng rét không chừng, sốt cơn trở đi trở lại, nằm ngồi không an, tay chân máy động, muốn sinh chứng phong."
3,獨先哲景嶽公著論有曰：較之大人，更爲甚易；以其外無六滛之乆纒，內無七情之斵䘮，自驚疳之外，凡有疾病，則飲食爲崇，居多。,Volume_29,"Riêng Tiên triết Cảnh Nhạc công trong luận thuyết của mình có viết rằng: So với người lớn, việc (chữa bệnh trẻ em) lại càng dễ hơn rất nhiều; bởi vì bên ngoài không bị Lục dâm quấn quýt lâu ngày, bên trong không bị Thất tình tổn hại, ngoài chứng Kinh cam ra, phàm các bệnh tật khác, thì đa số là do ăn uống mà thành.","PHỤ: LỜI BÀN VỀ NGOẠI CẢM KIẾM NỘI THƯƠNG CỦA CÁC SÁCH Chứng thương hàn của trẻ con, sáu kinh đều bị cảm, cũng chẳng khác gì người lớn, nhưng người lớn thì nguyên khí đã hao mòn, thiên chân (l) không đầy đủ, huống chi có thất tình giao cảm, lại kèm nhiều chứng nội thương, nhiều đờm, cho nên bị cảm mà đúng (1) Thiên chún: tức là chân nguyên, cũng tức là thần khí hay tinh khi (xem Thượng cổ thiên chân luôn trong chứng thương hàn thì rất khó chữa"
53,一氣積者，腹痛啼叫，利如蟹浡，或發熱肚膨體瘦，皆由觸忤，其氣榮術不和，淹延曰久得之。,Volume_31,"Người mắc chứng tích khí, đau bụng dữ dội kêu khóc, đi ngoài phân như bã cua, hoặc phát sốt, bụng chướng, gầy yếu, đều do cảm nhiễm, khí, dinh khí và công năng vận hóa không điều hòa, kéo dài lâu ngày mà mắc phải.","Phân biệt chứng trạng: - Tích hơi là đau bụng kêu khóc, đi tả máu như gạch cua, hoặc phát sốt bụng trướng cành, người gầy ốm, đều do xúc phạm trái khí mà vinh vệ không hòa dai dẳng lâu ngày mà sinh bệnh."
23,附子、白朮各月，肉豆蔻、丁香、甘草各五，每二錢，姜棗煎服，此溫寒燥濕行氣健脾之劑。,Volume_30,"Phụ tử, Bạch truật mỗi vị một lạng; Nhục đậu khấu, Đinh hương, Cam thảo mỗi vị năm đồng cân. Mỗi lần dùng hai đồng cân, sắc cùng gừng và táo tàu để uống. Đây là một thang thuốc có tác dụng ôn tán hàn, táo thấp, hành khí, kiện tỳ.","Phụ tử Bạch truật (Mỗi vị 1 lạng) Nhục đậu khấu (Mỗi vị 5 đồng) Định hương Cam thảo Sắc với gừng, táo mà uống, đây là thuốc ổn hàn, táo thấp, hành khí, kiện tỳ."
3,餘深爲此病，乃撮取見科病症，病源百家方論會成一集。,Volume_29,"Vì rất trăn trở về căn bệnh này, nên tôi đã tập hợp các bệnh chứng được quan sát trong lâm sàng, các nguyên nhân bệnh và những luận thuyết về phương thuốc của bách gia, biên soạn thành một tập.","Bài Lục vi địa hoàn là của ông cải hiến từ Kim quỹ thận khí hoàn của Trọng Cảnh, trở thành thánh cược của Ông con sáng tạo cách hiện chứng theo ngũ tạng, lối dùng thuốc nhu nhuận, đề lại cho đời sau gần 10 thế kỷ vẫn còn có giá trị."
3,何世之治小見者，不究純陽無陰之旨，補陰以配陽，而一槩以純陽昜於發熱。,Volume_29,"Những người có kiến giải nông cạn về trị lý trong đời này, không tìm hiểu thấu đáo nguyên lý Thuần Dương Vô Âm, bổ Âm để phối Dương, mà lại một mực cho rằng Thuần Dương dễ gây phát nhiệt.","Nếu có biết coi trọng ở âm, thì cách chế phương điều thuốc, cũng không ngoài phần khí huyết hữu hình về hậu thiên, mà hoàn toàn không nhìn nhận gì đến chỗ căn bản của tính mệnh, nên không biết chỗ chân âm chân dương là cái gì"
29,一：傷食熱者灸熬而吐酸口穢，頭仰不臥，上熱下冷額汗，胸腹氯遄多啼，掌心倍熟，人迎脈實，頭痛脈效。,Volume_31,"Một: Người bị nhiệt do thương thực có cảm giác nóng rát như bị thiêu đốt, nôn ra nước chua, miệng hôi, phải ngửa đầu mới nằm được, thân trên nóng, thân dưới lạnh, ra mồ hôi trán, ngực bụng khí cuồn cuộn khóc nhiều, lòng bàn tay rất nóng, mạch Nhân Nghênh thực, đau đầu và mạch rõ rệt.","- Chứng tích thực mà sốt là phát nóng mà nôn chua miệng hôi, đầu ngả lên không nằm, trên nóng dưới lạnh, đổ mồ hôi trán, ngực bụng đầy hơi, hay khóc, lòng bàn tay nóng lắm, mạch nhân nghinh thực, đầu nhức, mạch sác."
25,其候：手足不動，遍身皆冷；或有熱，兩眼常合，聲音沉小，不能啼哭，面青舌短；或吐頻嘔，頭低吐舌，口噤咬牙；睡中搖頭，或四肢微搐，冷而不收，痰涎凝滯，神志昏迷，顙汗多，手空摸人，沉沉喜睡。,Volume_30,"Triệu chứng: Tứ chi bất động, toàn thân lạnh giá; hoặc có sốt, hai mắt thường nhắm nghiền, giọng nói yếu ớt trầm nhỏ, không thể khóc, mặt xanh xao, lưỡi co ngắn; hoặc nôn ói thường xuyên, đầu cúi gục, lè lưỡi, miệng khép chặt, nghiến răng; khi ngủ lắc đầu, hoặc tứ chi co giật nhẹ, lạnh giá mà không ấm lại được, đàm dãi ứ trệ, thần trí hôn mê, trán vã mồ hôi nhiều, tay quờ quạng mò mẫm, hôn trầm, thích ngủ.","Chứng hậu là tay chân không động đậy, khắp minh đều lạnh, hoặc có nóng, hai mắt thường nhắm, tiếng nói thầm, nhỏ, không kêu khóc được, mặt xanh, lưỡi thụt, hoặc nôn mửa luôn, cúi đầu thè lưỡi, câm miệng nghiến răng, trong giấc ngủ lắc đầu, hoặc chân tay hơi co giật, lạnh mà không thu, đàm dãi ngưng trệ, thần chí hôn mê, đổ mồ hôi trán nhiều, tay sờ mó bâng quơ người làm lịm muốn ngủ chứng đến như thế thì không còn gì nặng hơn"
36,若乆従溫補而潮熱不退，脈見滑大者，宜五福飲加地骨知母。,Volume_31,"Nếu do dùng ôn bổ lâu ngày mà triều nhiệt không thuyên giảm, mạch thấy hoạt đại, thì nên dùng Ngũ Phúc Ẩm gia Địa cốt, Tri mẫu.","Nếu uống theo ôn bổ lâu ngày mà chứng sốt cơn không lui, mạch hiện ra hoạt đại, thì nên Ngũ phúc ẩm (4) gia Địa cốt bì, Tri mẫu."
11,頁食物難消，愛喫泥土，腹大青筋，頭髮希疎，喘急呵欠，無歡歆啼，痢多酸臭，因傷食而成也。,Volume_31,"Thức ăn khó tiêu, thích ăn đất, bụng chướng nổi gân xanh, tóc lưa thưa, thở dốc và hay ngáp, khóc không vui tươi, tiêu chảy phân chua thối nhiều, đều là do thương thực mà thành.","Đồ ăn khó tiêu, ham ăn bùn đất, bụng to gân xanh, tóc thưa ít, suyễn gấp, ngáp dài, không vui, muốn khớ, đi lỵ hay chua thối, đó là do tích đồ ăn mà thành bệnh (trích trong các Phương thư)."
33,四三胡黃連凡：胡黃連、黃連各五，硃砂二口另研，右爲末填八豬膽內，以線札懸掛堝中，淡漿水煑效沸取出研八，若會射香各二口飯凡麻子大，每服一二十凡飲米下。,Volume_33,"Hồ Hoàng Liên Tứ Tam (Tổng hợp): Hồ Hoàng Liên, Hoàng Liên mỗi vị 5 phần; Châu Sa 2 khẩu, nghiền riêng. Toàn bộ tán bột, nhồi vào 8 túi mật lợn. Dùng dây buộc chặt, treo trong nồi. Nấu với nước cơm loãng cho đến khi sôi kỹ. Lấy ra, nghiền nát. Nếu có Xạ Hương, thêm 2 khẩu. Dùng cơm làm viên, mỗi viên to bằng hạt gai dầu. Mỗi lần uống 10 đến 20 viên, dùng nước cơm uống.","43- HỒ HOÀNG LIÊN HOÀNG Hồ hoàng liên Hoàng liên đều 5 phân Chu sa 2 đồng (nghiền riêng) Các vị trên tán bột, nhồi vào trong mật heo, lấy chỉ bộc thả trong nồi, cho nước rượu nếp loãng (đạn tương tủy) vào, đun sôi vài lần, lấy ra nghiền, cho lò hội, xạ hương vào (đều 2 đồng cân), viên với cơm, to bằng hột mè, mỗi lần uống 10, 20 viên, hòa vào con cơm sôi mà uống."
19,一哇血，倍生地、白芍，勝去川芎加玄胡、黃栢、牛膝，不止者急用六味加牛膝、五味。,Volume_33,"Khi xuất huyết nhiều, Sinh Địa, Bạch Thược gia bội, nên bỏ Xuyên Khung, thêm Huyền Hồ, Hoàng Bá, Ngưu Tất. Nếu không cầm được, cấp dùng Lục Vị Địa Hoàng Hoàn gia Ngưu Tất, Ngũ Vị Tử.","Chứng thổ huyết cho bội sinh địa, bạch thược (dùng sống), bỏ xuyên khung, gia huyền hồ, hoàng bá, ngưu tất, huyết không chỉ thì kíp dùng Lục vị gia ngưu tất và ngũ vị."
14,疳病初起人未瘦怯，但臉赤口臭，脣焦煩渴，潮熱如火，大便走馬。,Volume_31,"Bệnh cam mới khởi phát, người bệnh chưa gầy yếu, nhưng mặt đỏ, miệng hôi, môi khô cháy, phiền khát, triều nhiệt như lửa, đại tiện tháo.","Bệnh cam mới phát, người chưa gầy yếu, nhưng má đỏ miệng hôi, môi khô, phiền khát, cơn nóng như lửa, đại tiện bí sáp, thì nên dùng Hồ liên hoàn (xem ở sau đây)"
26,處方荊防飲治赤丹沒走：荊芥、防風、丹皮、艽粉、橘紅、連翹、甘草、粘子炒、捽玄參、赤芍、塞活、金銀時分，水煎服。,Volume_31,"Bài thuốc Kinh Phòng Ẩm trị Xích đan dai dẳng: Kinh giới, Phòng phong, Đan bì, Tần giao, Cát hồng, Liên kiều, Cam thảo, Ngưu bàng tử sao, Huyền sâm xát, Xích thược, Tắc hoạt, Kim ngân thời phân, sắc nước uống.","THUỐC CHỦ YẾU CHỮA KINH PHONG - Thanh phong nhiệt: Sái hồ, Hoàng cầm, cát căn, phòng phong, cật cảnh, kinh giới, cam thảo, liên kiều, thiên hoa phấn, chi tử, long đờm thảo, tê giác, linh dương giác, Hoàng liên, Đạm trúc diệp, Đăng tâm, hoạt thạch, - Tán phong hàn: Phong phong, Khương hoạt, tía tô, Tiền hồ, Quế chi, Ma hoàng, Tế tân, Sinh khương."
20,其候眉脣青赤而黯，面色淡白，腮間現紋紫赤，或身涼身熱，虛熱往來，睛常半開，或肢體遄冷，或手足悉冷，口鼻氣出亦冷，十指開撒，手足瘓癡，或微掣，氣微，神倦，形體若呆昏睡，露睛，痰嗚微喘，氣促，驚跳搐搦，乍作乍止，大便滑泄。,Volume_30,"Triệu chứng là môi và lông mày xanh tím sẫm, sắc mặt tái nhợt, trên má hiện vân tím đỏ, hoặc thân nhiệt lúc lạnh lúc nóng, hư nhiệt vãng lai, mắt thường hé mở, hoặc chân tay lạnh ngắt, hơi thở ra từ miệng mũi cũng lạnh, mười ngón tay xòe rộng, tay chân tê liệt đờ đẫn, hoặc co giật nhẹ, khí yếu, thần mệt mỏi, hình thể như ngây dại hôn mê, mắt lộ tròng, đờm rít khò khè nhẹ, thở gấp, kinh giật co quắp, lúc có lúc không, đại tiện tiết tả.","Chứng trạng mới phát nóng hầm, sau mới đó mà hay sợ, có tiếng động là sợ, tiếng vang là hồi hộp, nghiến răng đỏ mép, tay chân co quáp, thường giật mà phiền muội, có cơn khóc chết ngất, khắp mình đều tín, có lúc lạnh ngắt, hoặc ấn đường sắc xanh, nóng dữ, ọc sữa, nằm ngủ hay sợ, tay chân co giật, 10 ngón tay co duỗi như đếm, thân mình cứng đờ, mắt láo liên, tay nắm, tròng liệng, mắt xanh, khóc thét, trào nước dãi, nôn mửa, hở mỏ ác, má nhãn, miệng mửa, cắn răng chún miệng, bụng sưng rốn lồi, trán nổi gân xanh, mặt sưng bụng trưởng, đó là chứng trạng rất hiểm ác, khó chữa"
3,擧手便用苦寒，既稟無陰，而又去其陽。,Volume_29,"Hễ ra tay là dùng khổ hàn, trong khi cơ thể vốn đã bẩm thụ vô âm, mà lại còn loại bỏ đi dương khí của nó.","Vì thận là căn bản của tiền thiên, mà thiên quý chưa vựng, thì thân thể còn là vô âm; tỳ là nguồn gốc hóa sinh của hậu thiên, ăn uống dễ tác hại, phần nhiều do không vận hóa được mà gây ra"
62,其有因吐瀉乆弱者，有因傷寒不及發表者，有因肝膽伏熱，面紅脣紅肌熱者。,Volume_30,"Có người vì thổ tả lâu ngày mà suy nhược, có người vì thương hàn mà không kịp giải biểu, có người vì can đởm phục nhiệt, biểu hiện mặt đỏ, môi đỏ, cơ nhiệt.","Có bệnh vì thổ tả lâu ngày mà yếu, có bệnh vì bị thương hàn không kịp phát tán, có bệnh vì can đảm phục nhiệt, mặt đỏ, môi đỏ, da nóng V"
3,餘苦於晚嗣服陰陽真藥，生育不下八九，而彭殤者只惟二三。,Volume_29,"Ta khổ vì hiếm muộn, dù đã uống Âm Dương Chân Dược, sinh nở không dưới tám chín bận, mà số con cái được khôn lớn chỉ vỏn vẹn hai ba đứa.","Nếu chỉ biết cành, thân, không chăm non đến gốc rễ, mà lại mong cây tươi tốt, thì chưa bao giờ có."
